transaction_id,employee_id,vendor_id,vendor_name,transaction_date,amount,receipt_id
TXN_100039,EMP_116,002,V_002_DeltaAirlines,2023-05-05,72.76,REC_1790
TXN_100040,EMP_111,004,V_004_Staples,2023-09-17,236.61,REC_3096
TXN_100041,EMP_123,002,V_002_DeltaAirlines,2023-12-27,238.51,REC_3929
TXN_100042,EMP_130,002,V_002_DeltaAirlines,2023-06-25,64.85,REC_1671
TXN_100043,EMP_116,004,V_004_Staples,2023-01-15,306.3,REC_2323
TXN_100044,EMP_118,002,V_002_DeltaAirlines,2023-09-30,189.56,REC_9835
TXN_100045,EMP_117,002,V_002_DeltaAirlines,2023-01-08,343.32,REC_1316
TXN_100046,EMP_108,001,V_001_Uber,2023-12-12,71.22,REC_9548
TXN_100047,EMP_132,004,V_004_Staples,2023-10-17,204.09,REC_8102
TXN_100048,EMP_141,002,V_002_DeltaAirlines,2023-03-17,369.07,REC_2398
TXN_100049,EMP_109,001,V_001_Uber,2023-02-16,67.28,REC_5112
TXN_100050,EMP_124,005,V_005_WeWork,2023-04-30,322.79,REC_4706
TXN_100051,EMP_113,003,V_003_AWS,2023-01-07,816.84,REC_2830
TXN_100052,EMP_149,004,V_004_Staples,2023-04-16,157.2,REC_9390
TXN_100053,EMP_146,001,V_001_Uber,2023-06-20,22.08,REC_4739
TXN_100054,EMP_101,002,V_002_DeltaAirlines,2023-10-30,358.72,REC_9844
TXN_100055,EMP_114,002,V_002_DeltaAirlines,2024-01-01,138.18,REC_3816
TXN_100056,EMP_118,004,V_004_Staples,2023-01-18,147.19,REC_1973
TXN_100057,EMP_116,004,V_004_Staples,2023-08-05,289.01,REC_1650
TXN_100058,EMP_134,004,V_004_Staples,2023-07-25,375.13,REC_6861
TXN_100059,EMP_105,003,V_003_AWS,2023-08-16,1808.07,REC_2229
TXN_100060,EMP_100,003,V_003_AWS,2023-10-29,1522.65,REC_2218
TXN_100061,EMP_141,001,V_001_Uber,2023-03-24,50.0,REC_5914
TXN_100062,EMP_130,004,V_004_Staples,2023-07-18,191.43,REC_4025
TXN_100063,EMP_111,005,V_005_WeWork,2023-05-18,300.35,REC_4179
TXN_100064,EMP_139,003,V_003_AWS,2023-02-07,1683.08,REC_3344
TXN_100065,EMP_111,004,V_004_Staples,2023-11-02,139.05,REC_7137
TXN_100066,EMP_120,003,V_003_AWS,2023-05-30,708.2,REC_4703
TXN_100067,EMP_148,003,V_003_AWS,2023-03-16,865.21,REC_8980
TXN_100068,EMP_136,001,V_001_Uber,2023-03-14,33.59,REC_9966
TXN_100069,EMP_100,004,V_004_Staples,2023-08-21,278.78,REC_7603
TXN_100070,EMP_117,004,V_004_Staples,2023-10-06,133.17,REC_7040
TXN_100071,EMP_128,002,V_002_DeltaAirlines,2023-06-17,229.2,REC_2160
TXN_100072,EMP_144,002,V_002_DeltaAirlines,2023-01-14,273.55,REC_6322
TXN_100073,EMP_135,003,V_003_AWS,2023-12-04,847.68,REC_6939
TXN_100074,EMP_123,005,V_005_WeWork,2023-10-22,179.92,REC_6250
TXN_100075,EMP_106,004,V_004_Staples,2023-03-13,108.44,REC_9099
TXN_100076,EMP_150,003,V_003_AWS,2023-09-11,1776.86,REC_1251
TXN_100077,EMP_129,004,V_004_Staples,2023-11-03,395.24,REC_2723
TXN_100078,EMP_125,005,V_005_WeWork,2023-09-29,64.74,REC_7652
TXN_100079,EMP_108,005,V_005_WeWork,2023-12-16,140.92,REC_5927
TXN_100080,EMP_113,004,V_004_Staples,2023-09-26,396.24,REC_4425
TXN_100081,EMP_137,003,V_003_AWS,2023-07-27,1350.54,REC_7114
TXN_100082,EMP_129,002,V_002_DeltaAirlines,2023-03-15,346.46,REC_8814
TXN_100083,EMP_112,005,V_005_WeWork,2023-04-28,313.06,REC_3870
TXN_100084,EMP_136,002,V_002_DeltaAirlines,2023-12-29,370.24,REC_3582
TXN_100085,EMP_125,001,V_001_Uber,2023-07-26,64.31,REC_3015
TXN_100086,EMP_107,003,V_003_AWS,2023-04-30,1752.39,REC_7115
TXN_100087,EMP_131,003,V_003_AWS,2023-06-30,874.38,REC_1597
TXN_100088,EMP_146,003,V_003_AWS,2023-04-13,1685.34,REC_2316
TXN_100089,EMP_111,002,V_002_DeltaAirlines,2023-11-27,203.91,REC_6592
TXN_100090,EMP_137,004,V_004_Staples,2023-04-08,81.49,REC_8080
TXN_100091,EMP_145,005,V_005_WeWork,2023-06-19,208.66,REC_2450
TXN_100092,EMP_140,001,V_001_Uber,2023-03-30,30.15,REC_7078
TXN_100093,EMP_149,005,V_005_WeWork,2023-02-21,216.54,REC_9423
TXN_100094,EMP_103,002,V_002_DeltaAirlines,2023-08-08,334.05,REC_6661
TXN_100095,EMP_133,004,V_004_Staples,2023-09-13,364.72,REC_3199
TXN_100096,EMP_117,005,V_005_WeWork,2023-08-19,102.0,REC_6122
TXN_100097,EMP_142,005,V_005_WeWork,2023-11-07,74.9,REC_7389
TXN_100098,EMP_150,002,V_002_DeltaAirlines,2023-10-06,272.57,REC_9470
TXN_100099,EMP_119,003,V_003_AWS,2023-05-21,1412.64,REC_9662
TXN_100100,EMP_128,002,V_002_DeltaAirlines,2023-12-06,109.98,REC_7245
TXN_100101,EMP_136,003,V_003_AWS,2023-07-20,529.9,REC_7522
TXN_100102,EMP_123,001,V_001_Uber,2023-07-24,75.85,REC_9130
TXN_100103,EMP_113,005,V_005_WeWork,2023-10-10,91.58,REC_7845
TXN_100104,EMP_131,005,V_005_WeWork,2023-10-29,67.71,REC_8006
TXN_100105,EMP_138,004,V_004_Staples,2023-04-12,143.63,REC_5208
TXN_100106,EMP_131,001,V_001_Uber,2023-11-19,23.74,REC_2952
TXN_100107,EMP_129,003,V_003_AWS,2023-06-25,930.07,REC_1966
TXN_100108,EMP_132,005,V_005_WeWork,2023-03-19,252.97,REC_6325
TXN_100109,EMP_144,001,V_001_Uber,2023-03-24,57.2,REC_4050
TXN_100110,EMP_101,002,V_002_DeltaAirlines,2023-01-13,148.36,REC_3168
TXN_100111,EMP_110,001,V_001_Uber,2023-07-29,74.59,REC_3958
TXN_100112,EMP_132,003,V_003_AWS,2023-10-26,1807.5,REC_6764
TXN_100113,EMP_117,004,V_004_Staples,2023-02-14,297.92,REC_6108
TXN_100114,EMP_146,002,V_002_DeltaAirlines,2023-12-26,295.32,REC_3117
TXN_100115,EMP_112,003,V_003_AWS,2023-12-19,580.66,REC_1629
TXN_100116,EMP_139,005,V_005_WeWork,2023-12-03,60.08,REC_8294
TXN_100117,EMP_127,003,V_003_AWS,2023-02-02,1980.79,REC_1245
TXN_100118,EMP_137,004,V_004_Staples,2023-07-05,193.02,REC_6175
TXN_100119,EMP_132,001,V_001_Uber,2023-04-08,41.75,REC_1758
TXN_100120,EMP_117,001,V_001_Uber,2023-07-30,24.48,REC_9926
TXN_100121,EMP_126,004,V_004_Staples,2023-06-15,328.73,REC_3584
TXN_100122,EMP_141,001,V_001_Uber,2023-05-25,18.77,REC_9608
TXN_100123,EMP_133,002,V_002_DeltaAirlines,2023-10-16,162.2,REC_8006
TXN_100124,EMP_105,002,V_002_DeltaAirlines,2023-07-23,170.87,REC_7247
TXN_100125,EMP_113,003,V_003_AWS,2023-07-12,858.41,REC_3589
TXN_100126,EMP_141,002,V_002_DeltaAirlines,2023-05-22,154.36,REC_7275
TXN_100127,EMP_119,003,V_003_AWS,2023-04-01,949.22,REC_4053
TXN_100128,EMP_131,005,V_005_WeWork,2023-01-01,296.27,REC_2763
TXN_100129,EMP_119,005,V_005_WeWork,2023-09-07,372.52,REC_2594
TXN_100130,EMP_123,005,V_005_WeWork,2023-05-25,214.71,REC_3929
TXN_100131,EMP_118,002,V_002_DeltaAirlines,2023-12-08,120.71,REC_2268
TXN_100132,EMP_149,001,V_001_Uber,2023-07-15,28.68,REC_8969
TXN_100133,EMP_114,004,V_004_Staples,2023-05-11,108.69,REC_3397
TXN_100134,EMP_116,002,V_002_DeltaAirlines,2023-07-24,155.51,REC_7458
TXN_100135,EMP_123,002,V_002_DeltaAirlines,2023-05-23,191.4,REC_5870
TXN_100136,EMP_105,002,V_002_DeltaAirlines,2023-10-03,261.45,REC_4950
TXN_100137,EMP_102,003,V_003_AWS,2023-10-30,1307.19,REC_6284
TXN_100138,EMP_106,001,V_001_Uber,2023-11-04,64.77,REC_7415
TXN_100139,EMP_119,005,V_005_WeWork,2023-07-03,249.9,REC_5693
TXN_100140,EMP_143,002,V_002_DeltaAirlines,2023-10-04,324.51,REC_8880
TXN_100141,EMP_121,001,V_001_Uber,2023-02-04,17.87,REC_1091
TXN_100142,EMP_138,005,V_005_WeWork,2023-10-11,99.72,REC_6528
TXN_100143,EMP_110,005,V_005_WeWork,2023-01-24,199.13,REC_9958
TXN_100144,EMP_107,004,V_004_Staples,2023-07-02,260.09,REC_2065
TXN_100145,EMP_122,001,V_001_Uber,2023-07-10,52.93,REC_9446
TXN_100146,EMP_129,003,V_003_AWS,2023-07-01,1256.09,REC_4380
TXN_100147,EMP_131,001,V_001_Uber,2023-03-20,77.85,REC_5120
TXN_100148,EMP_100,004,V_004_Staples,2023-10-01,321.08,REC_4462
TXN_100149,EMP_104,002,V_002_DeltaAirlines,2023-01-01,51.48,REC_3278
TXN_100150,EMP_105,004,V_004_Staples,2023-12-20,132.32,REC_6126
TXN_100151,EMP_107,001,V_001_Uber,2023-05-21,68.48,REC_2954
TXN_100152,EMP_108,005,V_005_WeWork,2023-10-14,64.28,REC_1894
TXN_100153,EMP_118,001,V_001_Uber,2023-09-18,64.24,REC_7307
TXN_100154,EMP_147,003,V_003_AWS,2023-05-30,907.76,REC_9959
TXN_100155,EMP_137,004,V_004_Staples,2023-11-15,199.74,REC_3786
TXN_100156,EMP_103,004,V_004_Staples,2023-04-13,306.39,REC_6512
TXN_100157,EMP_110,001,V_001_Uber,2023-03-23,41.33,REC_4632
TXN_100158,EMP_150,002,V_002_DeltaAirlines,2023-02-24,319.73,REC_1834
TXN_100159,EMP_150,003,V_003_AWS,2023-01-08,1194.35,REC_2898
TXN_100160,EMP_140,004,V_004_Staples,2023-06-15,318.39,REC_2980
TXN_100161,EMP_127,001,V_001_Uber,2023-04-26,24.66,REC_3014
TXN_100162,EMP_140,005,V_005_WeWork,2023-01-24,90.53,REC_7613
TXN_100163,EMP_118,004,V_004_Staples,2023-08-04,162.31,REC_3021
TXN_100164,EMP_141,003,V_003_AWS,2023-03-25,1031.04,REC_3159
TXN_100165,EMP_122,003,V_003_AWS,2023-06-21,1232.32,REC_2397
TXN_100166,EMP_130,001,V_001_Uber,2023-02-05,25.17,REC_7393
TXN_100167,EMP_108,002,V_002_DeltaAirlines,2023-07-28,206.69,REC_5716
TXN_100168,EMP_136,002,V_002_DeltaAirlines,2023-11-21,373.88,REC_2293
TXN_100169,EMP_112,002,V_002_DeltaAirlines,2023-06-05,310.09,REC_1922
TXN_100170,EMP_126,001,V_001_Uber,2023-01-27,47.29,REC_6610
TXN_100171,EMP_112,001,V_001_Uber,2023-12-14,68.34,REC_8191
TXN_100172,EMP_104,001,V_001_Uber,2023-03-19,64.83,REC_3730
TXN_100173,EMP_106,002,V_002_DeltaAirlines,2023-05-17,100.58,REC_6364
TXN_100174,EMP_100,005,V_005_WeWork,2023-12-08,229.07,REC_1779
TXN_100175,EMP_102,005,V_005_WeWork,2023-12-10,156.78,REC_6484
TXN_100176,EMP_110,003,V_003_AWS,2023-06-18,1912.29,REC_4481
TXN_100177,EMP_150,005,V_005_WeWork,2023-03-12,398.22,REC_9822
TXN_100178,EMP_138,004,V_004_Staples,2023-03-15,372.05,REC_7084
TXN_100179,EMP_109,001,V_001_Uber,2023-05-16,55.46,REC_3284
TXN_100180,EMP_128,001,V_001_Uber,2023-11-30,37.48,REC_7745
TXN_100181,EMP_120,002,V_002_DeltaAirlines,2023-04-19,381.0,REC_5724
TXN_100182,EMP_114,004,V_004_Staples,2023-07-22,101.25,REC_7437
TXN_100183,EMP_108,004,V_004_Staples,2023-04-17,370.79,REC_4484
TXN_100184,EMP_139,002,V_002_DeltaAirlines,2023-01-13,208.07,REC_4225
TXN_100185,EMP_102,005,V_005_WeWork,2023-07-20,339.9,REC_3230
TXN_100186,EMP_124,002,V_002_DeltaAirlines,2023-10-29,82.53,REC_8407
TXN_100187,EMP_112,005,V_005_WeWork,2023-05-30,398.51,REC_5716
TXN_100188,EMP_135,002,V_002_DeltaAirlines,2023-10-19,332.99,REC_5195
TXN_100189,EMP_146,005,V_005_WeWork,2023-08-05,310.38,REC_3671
TXN_100190,EMP_143,001,V_001_Uber,2023-04-19,67.3,REC_3481
TXN_100191,EMP_108,001,V_001_Uber,2023-06-21,40.65,REC_7012
TXN_100192,EMP_134,004,V_004_Staples,2023-03-28,292.04,REC_7505
TXN_100193,EMP_144,001,V_001_Uber,2023-09-22,23.16,REC_2087
TXN_100194,EMP_134,002,V_002_DeltaAirlines,2023-04-01,359.03,REC_6179
TXN_100195,EMP_110,001,V_001_Uber,2023-08-20,35.82,REC_8305
TXN_100196,EMP_103,004,V_004_Staples,2023-12-30,187.46,REC_3165
TXN_100197,EMP_149,001,V_001_Uber,2023-07-20,77.0,REC_2519
TXN_100198,EMP_128,002,V_002_DeltaAirlines,2023-08-13,141.25,REC_2523
TXN_100199,EMP_121,005,V_005_WeWork,2023-07-03,135.74,REC_5335
TXN_100200,EMP_119,003,V_003_AWS,2023-09-29,1356.02,REC_9520
TXN_100201,EMP_116,002,V_002_DeltaAirlines,2023-11-03,87.27,REC_5954
TXN_100202,EMP_117,005,V_005_WeWork,2023-05-15,329.76,REC_6193
TXN_100203,EMP_110,005,V_005_WeWork,2023-11-21,153.03,REC_4480
TXN_100204,EMP_112,002,V_002_DeltaAirlines,2023-11-11,357.66,REC_6222
TXN_100205,EMP_148,003,V_003_AWS,2023-03-13,1972.45,REC_2094
TXN_100206,EMP_103,005,V_005_WeWork,2023-08-22,322.55,REC_2657
TXN_100207,EMP_142,005,V_005_WeWork,2023-07-20,283.54,REC_6912
TXN_100208,EMP_108,002,V_002_DeltaAirlines,2023-09-21,278.66,REC_1532
TXN_100209,EMP_119,001,V_001_Uber,2023-05-07,60.11,REC_7585
TXN_100210,EMP_128,004,V_004_Staples,2023-02-05,213.18,REC_6847
TXN_100211,EMP_123,003,V_003_AWS,2023-01-10,1040.39,REC_7995
TXN_100212,EMP_117,001,V_001_Uber,2023-03-24,67.02,REC_7419
TXN_100213,EMP_103,004,V_004_Staples,2023-09-19,141.06,REC_5898
TXN_100214,EMP_116,003,V_003_AWS,2023-01-09,1945.44,REC_4265
TXN_100215,EMP_127,004,V_004_Staples,2023-05-04,221.75,REC_9611
TXN_100216,EMP_109,002,V_002_DeltaAirlines,2023-06-18,377.89,REC_6763
TXN_100217,EMP_105,003,V_003_AWS,2023-01-24,1748.53,REC_2668
TXN_100218,EMP_132,002,V_002_DeltaAirlines,2023-11-27,210.16,REC_9168
TXN_100219,EMP_108,002,V_002_DeltaAirlines,2023-03-28,387.81,REC_7520
TXN_100220,EMP_130,005,V_005_WeWork,2023-07-19,313.67,REC_5412
TXN_100221,EMP_150,004,V_004_Staples,2023-05-27,68.91,REC_6728
TXN_100222,EMP_129,004,V_004_Staples,2023-10-28,399.65,REC_2946
TXN_100223,EMP_140,002,V_002_DeltaAirlines,2023-02-24,181.72,REC_8602
TXN_100224,EMP_104,004,V_004_Staples,2023-05-02,69.29,REC_4434
TXN_100225,EMP_131,003,V_003_AWS,2023-09-09,1948.78,REC_3060
TXN_100226,EMP_123,004,V_004_Staples,2023-05-29,247.85,REC_4111
TXN_100227,EMP_138,002,V_002_DeltaAirlines,2023-08-24,270.55,REC_8911
TXN_100228,EMP_126,004,V_004_Staples,2023-08-25,218.55,REC_5174
TXN_100229,EMP_141,003,V_003_AWS,2023-02-10,1007.26,REC_8122
TXN_100230,EMP_108,001,V_001_Uber,2023-07-04,75.17,REC_5586
TXN_100231,EMP_135,002,V_002_DeltaAirlines,2023-06-30,200.6,REC_4962
TXN_100232,EMP_104,005,V_005_WeWork,2023-10-26,165.55,REC_5852
TXN_100233,EMP_117,004,V_004_Staples,2023-07-30,243.09,REC_8410
TXN_100234,EMP_124,004,V_004_Staples,2023-05-09,240.42,REC_4341
TXN_100235,EMP_109,003,V_003_AWS,2023-12-23,1510.33,REC_9219
TXN_100236,EMP_115,004,V_004_Staples,2023-12-01,224.2,REC_4982
TXN_100237,EMP_145,005,V_005_WeWork,2023-12-13,229.2,REC_1469
TXN_100238,EMP_139,003,V_003_AWS,2023-06-26,1122.27,REC_1516
TXN_100239,EMP_112,003,V_003_AWS,2023-01-18,1693.17,REC_5547
TXN_100240,EMP_122,003,V_003_AWS,2023-12-18,1848.16,REC_7948
TXN_100241,EMP_149,005,V_005_WeWork,2023-12-28,201.8,REC_5715
TXN_100242,EMP_130,005,V_005_WeWork,2023-10-15,234.75,REC_9180
TXN_100243,EMP_114,002,V_002_DeltaAirlines,2023-09-25,291.22,REC_2925
TXN_100244,EMP_150,002,V_002_DeltaAirlines,2023-09-15,250.08,REC_6434
TXN_100245,EMP_148,002,V_002_DeltaAirlines,2023-03-09,322.94,REC_5653
TXN_100246,EMP_125,005,V_005_WeWork,2023-12-13,207.37,REC_9362
TXN_100247,EMP_127,004,V_004_Staples,2023-08-01,282.04,REC_1921
TXN_100248,EMP_149,002,V_002_DeltaAirlines,2023-05-07,115.26,REC_6157
TXN_100249,EMP_122,005,V_005_WeWork,2023-11-16,59.49,REC_3733
TXN_100250,EMP_113,005,V_005_WeWork,2023-09-30,245.41,REC_9737
TXN_100251,EMP_101,001,V_001_Uber,2023-06-26,27.7,REC_3988
TXN_100252,EMP_143,001,V_001_Uber,2023-06-03,35.93,REC_7286
TXN_100253,EMP_145,001,V_001_Uber,2023-09-02,57.7,REC_2770
TXN_100254,EMP_149,001,V_001_Uber,2023-04-24,76.85,REC_9163
TXN_100255,EMP_115,004,V_004_Staples,2023-03-04,313.37,REC_4851
TXN_100256,EMP_114,001,V_001_Uber,2023-11-08,77.3,REC_5339
TXN_100257,EMP_100,002,V_002_DeltaAirlines,2023-09-14,135.75,REC_1238
TXN_100258,EMP_141,003,V_003_AWS,2023-05-02,1340.92,REC_4344
TXN_100259,EMP_118,001,V_001_Uber,2023-04-18,33.55,REC_4326
TXN_100260,EMP_139,005,V_005_WeWork,2023-02-15,315.87,REC_5457
TXN_100261,EMP_119,004,V_004_Staples,2023-10-01,235.89,REC_4877
TXN_100262,EMP_147,005,V_005_WeWork,2023-05-13,384.86,REC_3683
TXN_100263,EMP_118,003,V_003_AWS,2023-08-09,723.98,REC_5076
TXN_100264,EMP_139,005,V_005_WeWork,2023-09-03,127.74,REC_1758
TXN_100265,EMP_138,003,V_003_AWS,2023-09-22,1072.13,REC_2864
TXN_100266,EMP_121,001,V_001_Uber,2023-08-16,37.51,REC_8458
TXN_100267,EMP_142,004,V_004_Staples,2023-05-02,386.02,REC_3078
TXN_100268,EMP_143,001,V_001_Uber,2023-12-31,25.88,REC_3300
TXN_100269,EMP_146,005,V_005_WeWork,2023-10-20,398.76,REC_1355
TXN_100270,EMP_132,003,V_003_AWS,2023-01-30,1512.1,REC_6033
TXN_100271,EMP_111,004,V_004_Staples,2023-02-24,130.84,REC_9308
TXN_100272,EMP_110,003,V_003_AWS,2023-02-13,1243.27,REC_4690
TXN_100273,EMP_115,004,V_004_Staples,2023-04-07,270.35,REC_4578
TXN_100274,EMP_122,001,V_001_Uber,2023-05-12,63.3,REC_7509
TXN_100275,EMP_150,005,V_005_WeWork,2023-11-28,217.62,REC_7536
TXN_100276,EMP_139,002,V_002_DeltaAirlines,2023-06-02,193.56,REC_7376
TXN_100277,EMP_149,003,V_003_AWS,2023-08-31,713.92,REC_7502
TXN_100278,EMP_136,003,V_003_AWS,2023-04-13,895.74,REC_2625
TXN_100279,EMP_141,003,V_003_AWS,2023-03-08,1044.28,REC_6834
TXN_100280,EMP_149,001,V_001_Uber,2023-12-28,18.17,REC_1119
TXN_100281,EMP_112,003,V_003_AWS,2023-11-16,735.79,REC_8561
TXN_100282,EMP_109,003,V_003_AWS,2023-12-22,1664.94,REC_9875
TXN_100283,EMP_100,002,V_002_DeltaAirlines,2023-09-19,94.79,REC_7222
TXN_100284,EMP_108,003,V_003_AWS,2023-04-17,1491.25,REC_4968
TXN_100285,EMP_129,002,V_002_DeltaAirlines,2023-05-29,381.14,REC_7598
TXN_100286,EMP_127,004,V_004_Staples,2023-06-27,361.43,REC_6219
TXN_100287,EMP_105,001,V_001_Uber,2023-03-07,37.92,REC_9526
TXN_100288,EMP_132,004,V_004_Staples,2023-10-04,190.14,REC_2380
TXN_100289,EMP_140,005,V_005_WeWork,2023-02-14,172.39,REC_8707
TXN_100290,EMP_136,005,V_005_WeWork,2023-07-10,303.43,REC_2214
TXN_100291,EMP_121,001,V_001_Uber,2023-05-09,64.43,REC_7315
TXN_100292,EMP_125,003,V_003_AWS,2023-01-28,606.37,REC_9352
TXN_100293,EMP_120,003,V_003_AWS,2023-05-16,1994.12,REC_5303
TXN_100294,EMP_115,002,V_002_DeltaAirlines,2023-01-14,349.48,REC_1965
TXN_100295,EMP_108,004,V_004_Staples,2023-07-27,397.37,REC_9858
TXN_100296,EMP_118,004,V_004_Staples,2023-11-07,350.95,REC_5296
TXN_100297,EMP_123,005,V_005_WeWork,2023-08-09,80.48,REC_4571
TXN_100298,EMP_119,004,V_004_Staples,2023-07-15,354.28,REC_5232
TXN_100299,EMP_127,001,V_001_Uber,2023-05-18,45.99,REC_2437
TXN_100300,EMP_147,005,V_005_WeWork,2023-04-13,172.08,REC_9778
TXN_100301,EMP_147,001,V_001_Uber,2023-05-11,69.89,REC_2299
TXN_100302,EMP_109,002,V_002_DeltaAirlines,2023-10-27,65.69,REC_3725
TXN_100303,EMP_110,003,V_003_AWS,2023-07-14,893.22,REC_9876
TXN_100304,EMP_122,005,V_005_WeWork,2023-10-08,132.2,REC_5661
TXN_100305,EMP_140,001,V_001_Uber,2023-04-02,76.01,REC_2417
TXN_100306,EMP_124,005,V_005_WeWork,2023-07-09,87.39,REC_2717
TXN_100307,EMP_133,002,V_002_DeltaAirlines,2023-10-28,212.09,REC_4812
TXN_100308,EMP_122,001,V_001_Uber,2023-09-13,24.21,REC_6098
TXN_100309,EMP_144,004,V_004_Staples,2023-08-17,255.59,REC_7714
TXN_100310,EMP_133,005,V_005_WeWork,2023-12-19,253.88,REC_6730
TXN_100311,EMP_137,003,V_003_AWS,2023-09-08,1621.37,REC_3499
TXN_100312,EMP_128,005,V_005_WeWork,2023-04-28,398.98,REC_5921
TXN_100313,EMP_149,001,V_001_Uber,2023-01-12,21.54,REC_3597
TXN_100314,EMP_114,004,V_004_Staples,2023-11-07,131.18,REC_3346
TXN_100315,EMP_137,001,V_001_Uber,2023-06-02,35.13,REC_8735
TXN_100316,EMP_145,004,V_004_Staples,2023-10-21,391.11,REC_4223
TXN_100317,EMP_149,005,V_005_WeWork,2023-12-06,392.11,REC_6795
TXN_100318,EMP_107,001,V_001_Uber,2023-07-10,72.57,REC_2517
TXN_100319,EMP_145,005,V_005_WeWork,2023-07-23,369.74,REC_9624
TXN_100320,EMP_148,005,V_005_WeWork,2023-04-15,271.67,REC_7961
TXN_100321,EMP_148,001,V_001_Uber,2023-05-02,43.97,REC_8903
TXN_100322,EMP_105,001,V_001_Uber,2023-06-05,75.16,REC_8758
TXN_100323,EMP_110,002,V_002_DeltaAirlines,2023-06-23,135.59,REC_6668
TXN_100324,EMP_100,005,V_005_WeWork,2023-01-30,342.99,REC_2775
TXN_100325,EMP_100,005,V_005_WeWork,2023-11-18,394.64,REC_2360
TXN_100326,EMP_124,003,V_003_AWS,2023-03-20,538.72,REC_2884
TXN_100327,EMP_103,001,V_001_Uber,2023-07-20,46.64,REC_5021
TXN_100328,EMP_110,004,V_004_Staples,2023-11-24,161.52,REC_6390
TXN_100329,EMP_126,003,V_003_AWS,2023-11-21,868.45,REC_8001
TXN_100330,EMP_140,004,V_004_Staples,2023-04-28,208.97,REC_7643
TXN_100331,EMP_128,002,V_002_DeltaAirlines,2023-06-06,160.97,REC_9374
TXN_100332,EMP_147,005,V_005_WeWork,2023-06-09,78.79,REC_9365
TXN_100333,EMP_126,001,V_001_Uber,2023-05-20,55.4,REC_6901
TXN_100334,EMP_116,002,V_002_DeltaAirlines,2023-11-21,251.99,REC_9060
TXN_100335,EMP_129,003,V_003_AWS,2023-12-05,1269.19,REC_3167
